city,state_id,lat,lng,population,timezone
Hackettstown,NJ,40.8540,-74.8257,9356,America/New_York
Brownfield,TX,33.1757,-102.2730,9358,America/Chicago
Louisville,OH,40.8371,-81.2643,9360,America/New_York
Beverly Hills,FL,28.9175,-82.4541,9360,America/New_York
Boonville,MO,38.9588,-92.7471,9362,America/Chicago
Dayton,NV,39.2580,-119.5677,9363,America/Los_Angeles
Cairo,GA,30.8791,-84.2050,9369,America/New_York
Bloomfield,NM,36.7401,-107.9734,9370,America/Denver
Bardmoor,FL,27.8575,-82.7534,9373,America/New_York
Pryor Creek,OK,36.2998,-95.3102,9379,America/Chicago
Flowood,MS,32.3359,-90.0802,9380,America/Chicago
Navasota,TX,30.3874,-96.0895,9386,America/Chicago
Francisville,KY,39.1067,-84.7277,9387,America/New_York
Hickam Housing,HI,21.3311,-157.9474,9387,Pacific/Honolulu
Roanoke,TX,33.0148,-97.2268,9388,America/Chicago
Brunswick,MD,39.3180,-77.6253,9393,America/New_York
Tomah,WI,43.9879,-90.4999,9397,America/Chicago
Amityville,NY,40.6696,-73.4156,9399,America/New_York
Bryan,OH,41.4706,-84.5484,9401,America/New_York
Little Falls,MN,45.9833,-94.3600,9406,America/Chicago
Bladensburg,MD,38.9424,-76.9263,9408,America/New_York
St. Stephens,NC,35.7641,-81.2746,9408,America/New_York
Monticello,AR,33.6258,-91.7934,9409,America/Chicago
New Richmond,WI,45.1249,-92.5377,9414,America/Chicago
Greenwood,AR,35.2134,-94.2408,9414,America/Chicago
Augusta,KS,37.6955,-96.9921,9422,America/Chicago
Rayne,LA,30.2403,-92.2668,9431,America/Chicago
Manistee,MI,44.2440,-86.3242,9433,America/Detroit
Brownsville,TN,35.5890,-89.2578,9435,America/Chicago
Hondo,TX,29.3531,-99.1620,9436,America/Chicago
Miles City,MT,46.4059,-105.8385,9436,America/Denver
Ruidoso,NM,33.3647,-105.6432,9442,America/Denver
Winslow,AZ,35.0253,-110.7098,9443,America/Phoenix
Carencro,LA,30.3126,-92.0387,9449,America/Chicago
Mount Airy,MD,39.3743,-77.1535,9458,America/New_York
Woodfield,SC,34.0587,-80.9309,9459,America/New_York
Platte City,MO,39.3576,-94.7655,9462,America/Chicago
Lantana,TX,33.0920,-97.1216,9462,America/Chicago
Siler City,NC,35.7252,-79.4561,9464,America/New_York
Lititz,PA,40.1540,-76.3044,9465,America/New_York
Meadowbrook,AL,33.3932,-86.7041,9468,America/Chicago
Fayetteville,TN,35.1490,-86.5634,9473,America/Chicago
Parsons,KS,37.3405,-95.2959,9477,America/Chicago
Airway Heights,WA,47.6460,-117.5792,9485,America/Los_Angeles
Fort Stockton,TX,30.8926,-102.8844,9495,America/Chicago
Rigby,ID,43.6735,-111.9126,9496,America/Boise
Erwin,TN,36.1456,-82.4115,9500,America/New_York
Wakefield-Peacedale,RI,41.4461,-71.5004,9504,America/New_York
Boiling Springs,SC,35.0450,-81.9779,9508,America/New_York
Mound,MN,44.9328,-93.6591,9509,America/Chicago
Jessup,MD,39.1457,-76.7745,9509,America/New_York
DuPont,WA,47.1079,-122.6496,9516,America/Los_Angeles
Laurel,FL,27.1446,-82.4618,9518,America/New_York
Fair Oaks,GA,33.9192,-84.5444,9518,America/New_York
Rye Brook,NY,41.0303,-73.6865,9521,America/New_York
Reedsburg,WI,43.5347,-89.9965,9521,America/Chicago
Roxborough Park,CO,39.4492,-105.0746,9523,America/Denver
Lambertville,MI,41.7502,-83.6250,9524,America/Detroit
Tell City,IN,37.9528,-86.7597,9529,America/Indiana/Tell_City
Central City,KY,37.2962,-87.1280,9531,America/Chicago
Harvard,IL,42.4300,-88.6217,9533,America/Chicago
Silsbee,TX,30.3456,-94.1764,9540,America/Chicago
Mount Vista,WA,45.7373,-122.6315,9544,America/Los_Angeles
Lowell,AR,36.2561,-94.1532,9544,America/Chicago
White Meadow Lake,NJ,40.9240,-74.5121,9548,America/New_York
Walterboro,SC,32.9010,-80.6760,9550,America/New_York
Craig,CO,40.5170,-107.5555,9553,America/Denver
Willoughby Hills,OH,41.5873,-81.4333,9553,America/New_York
Eagle Point,OR,42.4677,-122.8016,9554,America/Los_Angeles
The Village,OK,35.5706,-97.5567,9564,America/Chicago
Fairview,OR,45.5471,-122.4391,9567,America/Los_Angeles
Harleysville,PA,40.2791,-75.3872,9568,America/New_York
Ecorse,MI,42.2489,-83.1399,9570,America/Detroit
Alderwood Manor,WA,47.8147,-122.2672,9579,America/Los_Angeles
North Gates,NY,43.1718,-77.7064,9581,America/New_York
Rice Lake,WI,45.4863,-91.7447,9586,America/Chicago
St. Pete Beach,FL,27.7235,-82.7387,9587,America/New_York
Middletown,PA,40.2010,-76.7289,9594,America/New_York
Greenville,PA,41.4052,-80.3837,9594,America/New_York
Bishop,CA,37.3665,-118.3958,9597,America/Los_Angeles
Hope,AR,33.6682,-93.5895,9599,America/Chicago
Roxboro,NC,36.3879,-78.9812,9599,America/New_York
Howell,MI,42.6078,-83.9339,9604,America/Detroit
Pleasant Grove,AL,33.4936,-86.9782,9604,America/Chicago
Blackhawk,CA,37.8160,-121.9071,9604,America/Los_Angeles
Rainbow City,AL,33.9337,-86.0922,9611,America/Chicago
Maywood,NJ,40.9025,-74.0634,9614,America/New_York
Wilmore,KY,37.8786,-84.6545,9616,America/New_York
Chevy Chase,MD,38.9943,-77.0737,9622,America/New_York
Bithlo,FL,28.5644,-81.1074,9627,America/New_York
Merrill,WI,45.1820,-89.6995,9630,America/Chicago
La Plata,MD,38.5352,-76.9701,9631,America/New_York
Keansburg,NJ,40.4471,-74.1316,9632,America/New_York
Powdersville,SC,34.7825,-82.4958,9632,America/New_York
Cold Springs,NV,39.6927,-119.9775,9633,America/Los_Angeles
Oxford,NC,36.3155,-78.5848,9634,America/New_York
Winfield,IL,41.8776,-88.1507,9636,America/Chicago
Hermantown,MN,46.8058,-92.2407,9637,America/Chicago
Aiea,HI,21.3865,-157.9232,9638,Pacific/Honolulu
Yorkshire,VA,38.7882,-77.4495,9639,America/New_York
Port Wentworth,GA,32.1942,-81.1984,9641,America/New_York
Fort Stewart,GA,31.8818,-81.6105,9643,America/New_York
Memphis,FL,27.5435,-82.5607,9647,America/New_York
Waterford,CA,37.6429,-120.7553,9648,America/Los_Angeles
Cameron,MO,39.7469,-94.2364,9649,America/Chicago
Picture Rocks,AZ,32.3274,-111.2557,9653,America/Phoenix
Rio del Mar,CA,36.9607,-121.8807,9657,America/Los_Angeles
Warrenton,MO,38.8187,-91.1384,9672,America/Chicago
Marysville,MI,42.9084,-82.4806,9672,America/Detroit
Marlton,NJ,39.9016,-74.9297,9672,America/New_York
Greenville,MI,43.1797,-85.2533,9672,America/Detroit
West Tawakoni,TX,32.8976,-96.0217,9679,America/Chicago
Commerce,TX,33.2421,-95.8991,9680,America/Chicago
Fort Valley,GA,32.5520,-83.8819,9683,America/New_York
East Rutherford,NJ,40.8179,-74.0854,9687,America/New_York
Holualoa,HI,19.6238,-155.9269,9688,Pacific/Honolulu
St. Francis,WI,42.9716,-87.8729,9699,America/Chicago
Countryside,VA,39.0518,-77.4124,9701,America/New_York
Chesapeake Ranch Estates,MD,38.3574,-76.4147,9702,America/New_York
Boaz,AL,34.1985,-86.1529,9704,America/Chicago
West Athens,CA,33.9235,-118.3033,9706,America/Los_Angeles
Pájaros,PR,18.3609,-66.2184,9713,America/Puerto_Rico
Eidson Road,TX,28.6677,-100.4787,9714,America/Matamoros
Alexandria,KY,38.9621,-84.3860,9715,America/New_York
Rio Vista,CA,38.1763,-121.7025,9718,America/Los_Angeles
East Aurora,NY,42.7666,-78.6172,9720,America/New_York
Blacklick Estates,OH,39.9049,-82.8655,9727,America/New_York
Columbia City,IN,41.1612,-85.4855,9735,America/Indiana/Indianapolis
Budd Lake,NJ,40.8733,-74.7374,9743,America/New_York
Jewett City,CT,41.6070,-71.9807,9749,America/New_York
Cuero,TX,29.1024,-97.2871,9749,America/Chicago
Scaggsville,MD,39.1416,-76.8843,9751,America/New_York
Corte Madera,CA,37.9238,-122.5129,9751,America/Los_Angeles
Denham Springs,LA,30.4743,-90.9594,9753,America/Chicago
Philipsburg,PA,40.8952,-78.2145,9754,America/New_York
Clarksville,AR,35.4570,-93.4803,9764,America/Chicago
North Bend,OR,43.4075,-124.2364,9768,America/Los_Angeles
Russellville,AL,34.5056,-87.7282,9772,America/Chicago
Fort Salonga,NY,40.9060,-73.2992,9775,America/New_York
George Mason,VA,38.8355,-77.3185,9777,America/New_York
Westgate,FL,26.6994,-80.0989,9783,America/New_York
Conning Towers Nautilus Park,CT,41.3855,-72.0686,9785,America/New_York
Cody,WY,44.5212,-109.0549,9788,America/Denver
Vega Alta,PR,18.4152,-66.3211,9788,America/Puerto_Rico
Mooresville,IN,39.6022,-86.3681,9788,America/Indiana/Indianapolis
Little River,SC,33.8787,-78.6393,9792,America/New_York
Mentone,CA,34.0609,-117.1108,9793,America/Los_Angeles
Woodbury,NJ,39.8379,-75.1524,9794,America/New_York
Jennings,LA,30.2233,-92.6582,9800,America/Chicago
Brookdale,NJ,40.8348,-74.1798,9801,America/New_York
Itasca,IL,41.9773,-88.0182,9805,America/Chicago
New Hyde Park,NY,40.7324,-73.6858,9807,America/New_York
Baker City,OR,44.7749,-117.8320,9809,America/Los_Angeles
East Rockaway,NY,40.6432,-73.6672,9814,America/New_York
Franklin,NH,43.4499,-71.6691,9817,America/New_York
Robertsdale,AL,30.5534,-87.7023,9817,America/Chicago
Lake Barcroft,VA,38.8514,-77.1579,9823,America/New_York
Burtonsville,MD,39.1166,-76.9356,9823,America/New_York
Chillicothe,MO,39.7953,-93.5499,9824,America/Chicago
West Perrine,FL,25.6061,-80.3639,9826,America/New_York
Coffeyville,KS,37.0518,-95.6180,9827,America/Chicago
Port Townsend,WA,48.1220,-122.7872,9831,America/Los_Angeles
Carroll,IA,42.0699,-94.8647,9833,America/Chicago
Stonegate,CO,39.5356,-104.8033,9847,America/Denver
Brandywine,MD,38.6963,-76.8846,9849,America/New_York
Marina del Rey,CA,33.9765,-118.4486,9852,America/Los_Angeles
Gloucester Point,VA,37.2767,-76.5043,9854,America/New_York
Madera Acres,CA,37.0123,-120.0799,9857,America/Los_Angeles
Ellisville,MO,38.5897,-90.5884,9862,America/Chicago
Northampton,PA,40.6866,-75.4904,9870,America/New_York
Fort Irwin,CA,35.2476,-116.6834,9872,America/Los_Angeles
Pingree Grove,IL,42.0857,-88.4362,9874,America/Chicago
River Grove,IL,41.9243,-87.8379,9883,America/Chicago
Sugar Grove,IL,41.7758,-88.4480,9888,America/Chicago
Emmett,ID,43.8685,-116.4890,9889,America/Boise
White City,OR,42.4316,-122.8322,9890,America/Los_Angeles
Inwood,NY,40.6218,-73.7507,9892,America/New_York
Rockcreek,OR,45.5525,-122.8757,9893,America/Los_Angeles
Ventnor City,NJ,39.3457,-74.4860,9895,America/New_York
Kinnelon,NJ,40.9847,-74.3862,9896,America/New_York
Alachua,FL,29.7778,-82.4831,9899,America/New_York
Watervliet,NY,42.7243,-73.7068,9900,America/New_York
Berwick,PA,41.0555,-76.2492,9903,America/New_York
Mission,KS,39.0270,-94.6568,9911,America/Chicago
St. Albans,WV,38.3769,-81.8198,9918,America/New_York
Clay,AL,33.6976,-86.6070,9923,America/Chicago
Celebration,FL,28.3102,-81.5510,9923,America/New_York
Winterville,NC,35.5287,-77.3994,9931,America/New_York
Wabash,IN,40.8034,-85.8301,9941,America/Indiana/Indianapolis
Westphalia,MD,38.8385,-76.8231,9944,America/New_York
Timberlane,LA,29.8781,-90.0303,9950,America/Chicago
Key Largo,FL,25.1224,-80.4120,9952,America/New_York
Bee Ridge,FL,27.2855,-82.4731,9958,America/New_York
Helotes,TX,29.5693,-98.6956,9961,America/Chicago
Orland,CA,39.7461,-122.1856,9964,America/Los_Angeles
Garden Acres,CA,37.9637,-121.2296,9972,America/Los_Angeles
Lake Arbor,MD,38.9070,-76.8299,9973,America/New_York
Country Club,CA,37.9687,-121.3408,9977,America/Los_Angeles
Alcoa,TN,35.8073,-83.9752,9980,America/New_York
Del Aire,CA,33.9168,-118.3693,9990,America/Los_Angeles
Fort Oglethorpe,GA,34.9319,-85.2460,9994,America/New_York
Scotchtown,NY,41.4759,-74.3682,9997,America/New_York
Molalla,OR,45.1502,-122.5844,10001,America/Los_Angeles
Quartz Hill,CA,34.6527,-118.2163,10003,America/Los_Angeles
Flat Rock,MI,42.0991,-83.2716,10004,America/Detroit
Midland,WA,47.1734,-122.4120,10005,America/Los_Angeles
Bull Mountain,OR,45.4126,-122.8322,10005,America/Los_Angeles
Laurens,SC,34.5022,-82.0207,10008,America/New_York
Capitola,CA,36.9772,-121.9538,10010,America/Los_Angeles
Waggaman,LA,29.9373,-90.2354,10017,America/Chicago
Pleasant Hill,IA,41.5868,-93.4952,10019,America/Chicago
Progress Village,FL,27.8832,-82.3593,10020,America/New_York
Warrenton,VA,38.7176,-77.7975,10027,America/New_York
Fairmont,MN,43.6441,-94.4621,10030,America/Chicago
Coweta,OK,35.9680,-95.6543,10032,America/Chicago
Holmen,WI,43.9699,-91.2661,10034,America/Chicago
Croydon,PA,40.0911,-74.8975,10034,America/New_York
Fair Oaks Ranch,TX,29.7468,-98.6375,10042,America/Chicago
Sleepy Hollow,NY,41.0936,-73.8724,10046,America/New_York
Charter Oak,CA,34.1025,-117.8564,10048,America/Los_Angeles
Wood River,IL,38.8631,-90.0773,10051,America/Chicago
Friendly,MD,38.7601,-76.9642,10051,America/New_York
Isabela,PR,18.4991,-67.0220,10052,America/Puerto_Rico
Nolensville,TN,35.9572,-86.6720,10062,America/Chicago
Brandon,SD,43.5928,-96.5799,10074,America/Chicago
Clinton,TN,36.0981,-84.1283,10075,America/New_York
Cresson,PA,40.4626,-78.5866,10078,America/New_York
Harrisonville,MO,38.6529,-94.3467,10078,America/Chicago
Le Mars,IA,42.7809,-96.1743,10081,America/Chicago
Hobart,WI,44.4967,-88.1602,10082,America/Chicago
Cedar Hills,UT,40.4135,-111.7530,10083,America/Denver
Fairmount,NY,43.0414,-76.2485,10092,America/New_York
Progress,PA,40.2905,-76.8382,10094,America/New_York
Red Bank,SC,33.9296,-81.2321,10106,America/New_York
Shawano,WI,44.7748,-88.5843,10107,America/Chicago
Waldwick,NJ,41.0134,-74.1259,10108,America/New_York
Struthers,OH,41.0510,-80.5920,10111,America/New_York
Lincoln Park,NJ,40.9239,-74.3035,10111,America/New_York
Tipp City,OH,39.9643,-84.1858,10115,America/New_York
Warr Acres,OK,35.5285,-97.6182,10118,America/Chicago
Franklin,KY,36.7178,-86.5595,10118,America/Chicago
Bel Air,MD,39.5348,-76.3460,10119,America/New_York
Manville,NJ,40.5421,-74.5892,10121,America/New_York
Vienna,WV,39.3240,-81.5383,10124,America/New_York
Danville,IN,39.7603,-86.5076,10126,America/Indiana/Indianapolis
Kutztown,PA,40.5213,-75.7772,10137,America/New_York
Clarion,PA,41.2106,-79.3803,10138,America/New_York
Waynesville,NC,35.4854,-82.9995,10141,America/New_York
Citrus,CA,34.1161,-117.8890,10150,America/Los_Angeles
Snohomish,WA,47.9276,-122.0968,10154,America/Los_Angeles
Havre,MT,48.5427,-109.6803,10155,America/Denver
Pike Road,AL,32.2934,-86.0902,10159,America/Chicago
Asbury Lake,FL,30.0472,-81.7855,10160,America/New_York
Gages Lake,IL,42.3519,-87.9828,10161,America/Chicago
Woodmere,LA,29.8493,-90.0751,10173,America/Chicago
Somers Point,NJ,39.3167,-74.6066,10174,America/New_York
Bound Brook,NJ,40.5676,-74.5383,10180,America/New_York
Fife,WA,47.2328,-122.3518,10184,America/Los_Angeles
West Haverstraw,NY,41.2063,-73.9883,10189,America/New_York
Waverly,IA,42.7250,-92.4708,10198,America/Chicago
Gunbarrel,CO,40.0634,-105.1714,10202,America/Denver
Bluffton,IN,40.7424,-85.1730,10202,America/Indiana/Indianapolis
Victoria,MN,44.8634,-93.6586,10206,America/Chicago
Fort Lupton,CO,40.0831,-104.8024,10208,America/Denver
Great Neck,NY,40.8028,-73.7332,10209,America/New_York
Barrington,IL,42.1515,-88.1281,10217,America/Chicago
Box Elder,SD,44.1121,-103.0827,10228,America/Denver
Middle Island,NY,40.8857,-72.9454,10228,America/New_York
Sparta,WI,43.9378,-90.8131,10229,America/Chicago
Lake Stickney,WA,47.8709,-122.2596,10230,America/Los_Angeles
Pella,IA,41.4051,-92.9177,10237,America/Chicago
Clearfield,PA,41.0216,-78.4390,10243,America/New_York
Sauk Village,IL,41.4905,-87.5706,10246,America/Chicago
Melvindale,MI,42.2802,-83.1782,10248,America/Detroit
Pebble Creek,FL,28.1583,-82.3411,10249,America/New_York
Cypress Gardens,FL,28.0036,-81.6857,10252,America/New_York
Boulder Hill,IL,41.7112,-88.3353,10262,America/Chicago
Doraville,GA,33.9072,-84.2711,10265,America/New_York
Independence,OR,44.8551,-123.1948,10272,America/Los_Angeles
Medulla,FL,27.9570,-81.9866,10275,America/New_York
Pine Ridge,FL,28.9330,-82.4761,10278,America/New_York
Arden Hills,MN,45.0721,-93.1670,10281,America/Chicago
Vashon,WA,47.4122,-122.4726,10291,America/Los_Angeles
Reading,OH,39.2243,-84.4333,10296,America/New_York
Forest Acres,SC,34.0324,-80.9716,10298,America/New_York
Helena-West Helena,AR,34.5314,-90.6201,10299,America/Chicago
Park Forest Village,PA,40.7996,-77.9084,10299,America/New_York
Fredonia,NY,42.4407,-79.3319,10303,America/New_York
Comstock Park,MI,43.0438,-85.6779,10306,America/Detroit
Hillsdale,NJ,41.0074,-74.0440,10307,America/New_York
Nanticoke,PA,41.2004,-76.0003,10312,America/New_York
Fort Madison,IA,40.6207,-91.3509,10321,America/Chicago
South Huntington,NY,40.8225,-73.3921,10322,America/New_York
Vernon,TX,34.1480,-99.3000,10323,America/Chicago
Union City,TN,36.4268,-89.0474,10325,America/Chicago
Summerville,GA,34.4787,-85.3491,10331,America/New_York
Sedona,AZ,34.8574,-111.7951,10339,America/Phoenix
Richmond Heights,OH,41.5589,-81.5029,10342,America/New_York
Lexington,NE,40.7779,-99.7461,10345,America/Chicago
Beverly Hills,MI,42.5220,-83.2423,10352,America/Detroit
Columbia,PA,40.0348,-76.4944,10355,America/New_York
East Whittier,CA,33.9244,-117.9887,10356,America/Los_Angeles
Miami Shores,FL,25.8670,-80.1779,10365,America/New_York
Lyons,IL,41.8121,-87.8192,10372,America/Chicago
Fort Bragg,CA,39.4399,-123.8013,10374,America/Los_Angeles
Troy,IL,38.7266,-89.8973,10375,America/Chicago
Kennett,MO,36.2403,-90.0481,10379,America/Chicago
Bonham,TX,33.5880,-96.1901,10386,America/Chicago
Vermilion,OH,41.4103,-82.3214,10394,America/New_York
Bellefontaine Neighbors,MO,38.7529,-90.2280,10397,America/Chicago
New Port Richey East,FL,28.2605,-82.6930,10398,America/New_York
Vidor,TX,30.1291,-93.9967,10403,America/Chicago
West Point,MS,33.6064,-88.6571,10404,America/Chicago
Rodeo,CA,38.0368,-122.2526,10409,America/Los_Angeles
Dayton,TN,35.4912,-85.0120,10410,America/New_York
Hudson,NY,42.2515,-73.7859,10413,America/New_York
Shasta Lake,CA,40.6790,-122.3775,10413,America/Los_Angeles
Forestville,OH,39.0711,-84.3389,10415,America/New_York
Pine Hill,NJ,39.7879,-74.9857,10417,America/New_York
Sumner,WA,47.2189,-122.2338,10427,America/Los_Angeles
Kendallville,IN,41.4441,-85.2578,10432,America/Indiana/Indianapolis
Wellington,CO,40.7000,-105.0054,10437,America/Denver
New Baltimore,VA,38.7495,-77.7151,10440,America/New_York
Fountain Inn,SC,34.6994,-82.1999,10441,America/New_York
Linthicum,MD,39.2088,-76.6625,10442,America/New_York
Oak Hills,CA,34.3912,-117.4125,10444,America/Los_Angeles
Fox Lake,IL,42.4239,-88.1844,10451,America/Chicago
Bedford Heights,OH,41.4042,-81.5053,10460,America/New_York
Tanaina,AK,61.6560,-149.4272,10464,America/Anchorage
Portage,WI,43.5489,-89.4658,10465,America/Chicago
Jacinto City,TX,29.7663,-95.2410,10466,America/Chicago
Worth,IL,41.6877,-87.7916,10466,America/Chicago
Fairview Shores,FL,28.6020,-81.3948,10467,America/New_York
Sweetwater,TX,32.4693,-100.4092,10469,America/Chicago
Cape Canaveral,FL,28.3933,-80.6050,10470,America/New_York
Point Pleasant,WV,38.8529,-82.1303,10473,America/New_York
Pine Castle,FL,28.4651,-81.3740,10474,America/New_York
Bernalillo,NM,35.3127,-106.5537,10477,America/Denver
Gifford,FL,27.6747,-80.4102,10479,America/New_York
Martin,TN,36.3386,-88.8513,10484,America/Chicago
Exeter,CA,36.2940,-119.1459,10485,America/Los_Angeles
Doctor Phillips,FL,28.4476,-81.4922,10488,America/New_York
Farmington,MI,42.4614,-83.3784,10491,America/Detroit
Alpine,UT,40.4629,-111.7724,10498,America/Denver
Wapakoneta,OH,40.5663,-84.1915,10500,America/New_York
Jefferson,LA,29.9609,-90.1554,10501,America/Chicago
Little Canada,MN,45.0244,-93.0863,10501,America/Chicago
Rosaryville,MD,38.7672,-76.8266,10501,America/New_York
Roscoe,IL,42.4256,-89.0083,10510,America/Chicago
Columbia,IL,38.4581,-90.2156,10513,America/Chicago
San Diego Country Estates,CA,33.0093,-116.7874,10514,America/Los_Angeles
Milton,FL,30.6286,-87.0522,10523,America/Chicago
Richmond Heights,FL,25.6347,-80.3720,10524,America/New_York
Pasadena Hills,FL,28.2881,-82.2380,10530,America/New_York
Ironton,OH,38.5319,-82.6777,10532,America/New_York
Star,ID,43.7013,-116.4934,10532,America/Boise
Fairview,CA,37.6760,-122.0480,10532,America/Los_Angeles
Paris,TN,36.2934,-88.3065,10536,America/Chicago
Lowell,IN,41.2921,-87.4184,10541,America/Chicago
Morro Bay,CA,35.3681,-120.8481,10543,America/Los_Angeles
Lincoln Village,OH,39.9532,-83.1314,10549,America/New_York
Timonium,MD,39.4463,-76.6083,10557,America/New_York
Three Rivers,MI,41.9465,-85.6281,10560,America/Detroit
Covington,LA,30.4808,-90.1122,10564,America/Chicago
Greencastle,IN,39.6431,-86.8419,10567,America/Indiana/Indianapolis
Fairfield,AL,33.4747,-86.9194,10568,America/Chicago
Norton,VA,36.9314,-82.6262,10570,America/New_York
Waterloo,IL,38.3403,-90.1538,10578,America/Chicago
